Place,City,Raw_Review,Rating,new_lat_long
Maharashtra Nature Park,Mumbai,"['plant', 'mumbai', 'feel', 'set', 'collection', 'specialist', 'building', 'kids', 'un', 'botanical', 'disappointed', 'nothing', 'attractive', 'surprised', 'shrub', 'jungle', 'mithi', 'beautiful', 'never', 'comes', 'long', 'across', 'basically', 'man', 'local', 'gardens', 'goes', 'birds', 'nature', 'sure', 'different', 'travelling', 'took', 'even', 'trail', 'people', 'insects', 'distance', 'dry', 'best', 'sion', 'river', 'known', 'area', 'walk', 'change', 'park', 'would', 'island', 'maintained', 'go', 'visited', 'guide', 'airport', 'busy', 'refreshing', 'see', 'came', 'greenery', 'interesting', 'hunt', 'dharavi', 'friend', 'organized', 'many', 'taxy', 'may', 'common', 'wildlife', 'heart', 'well', 'rare', 'amazing', 'located', 'green', 'plants', 'existed', 'corner', 'place', 'garden', 'noticed', 'streets', 'right', 'house', 'nestled']",4.25,"[19.05261575, 72.86157575573196]"
Maheshwari Udyan,Mumbai,"['maheshwari', 'udyan', 'garden', 'kochu', 'guruvayoor', 'flyover', 'near', 'place', 'photography', 'also', 'allowed', 'without', 'restrictions', 'inside', 'small', 'fee', 'temple', 'entry']",3,"[19.02686855, 72.85537892106737]"
Mahim Fort,Mumbai,"['british', 'seems', 'times', 'fort', 'maintained', 'worth', 'time', 'since', 'effort', 'hasnt']",3,"[19.0420113, 72.8381267]"
Mahindra Hockey Stadium,Mumbai,"['terminal', 'mumbai', 'hockey', 'name', 'station', 'stadium', 'wankhede', 'old', 'western', 'place', 'churchgate', 'cricket', 'bombay', 'lies', 'association', 'one', 'railway', 'side', 'famous']",2,"[18.9375473, 72.82629199754834]"
Majnu ka Tilla,New Delhi,"['done', 'food', 'touch', 'century', 'sikh', 'feel', 'collection', 'worship', 'week', 'waiting', 'rattan', 'street', 'shops', 'remember', 'stay', 'atmosphere', 'enjoyed', 'dharamshala', 'historically', 'hassle', 'super', 'trip', 'recommended', 'devji', 'hideaway', 'night', 'tibetian', 'culture', 'members', 'open', 'main', 'due', 'hill', 'samyeling', 'chungtown', 'kohli', 'also', 'bus', 'based', 'else', 'highly', 'review', 'selling', 'new', 'aruna', 'momoes', 'cheap', 'attracts', 'taste', 'relaxed', 'pubs', 'u', 'friends', 'gt', 'nagar', 'beautiful', 'regions', 'really', 'midday', 'close', 'tibet', 'authentic', 'face', 'alcohol', 'across', 'gifts', 'reminds', 'majnu', 'particularly', 'square', 'business', 'want', 'love', 'tilla', 'local', 'campus', 'kind', 'home', 'expect', 'economical', 'reasonable', 'hectic', 'part', 'shoping', 'several', 'guru', 'stayed', 'mini', 'early', 'wonders', 'refugee', 'different', 'back', 'winters', 'restaurants', 'evening', 'low', 'chinese', 'everyone', 'style', 'dinner', 'browsing', 'good', 'conveniently', 'huge', 'excellent', 'manali', 'market', 'lonely', 'travelled', 'quality', 'palce', 'devotees', 'went', 'road', 'hawkers', 'detailed', 'die', 'even', 'refuge', 'clothing', 'amolak', 'sort', 'stuffs', 'people', 'refugees', 'one', 'cafe', 'time', 'short', 'tibetans', 'rather', 'tiny', 'region', 'thousands', 'laphing', 'drive', 'known', 'tibetan', 'walk', 'revered', 'wan', 'organics', 'ayurvedic', 'arrived', 'offer', 'enjoy', 'coming', 'perfect', 'take', 'like', 'monastery', 'popularly', 'hour', 'maintained', 'peace', 'cliched', 'summers', 'officially', 'find', 'see', 'products', 'wihch', 'came', 'felt', 'thing', 'thanks', 'narrow', 'interesting', 'tibeten', 'colony', 'hilly', 'hotels', 'monastry', 'anywhere', 'though', 'bored', 'handicrafts', 'lhasa', 'nanak', 'full', 'especially', 'deals', 'must', 'something', 'use', 'true', 'stop', 'another', 'check', 'lot', 'many', 'alleys', 'may', 'wanted', 'korean', 'coffee', 'first', 'traditional', 'heart', 'gurudwara', 'famous', 'bar', 'presence', 'worth', 'well', 'shopping', 'amazing', 'lift', 'far', 'located', 'inside', 'looking', 'delhi', 'tila', 'nice', 'although', 'times', 'ambience', 'laffing', 'add', 'day', 'called', 'forget', 'decent', 'life', 'eat', 'offers', 'governor', 'oma', 'fashion', 'ka', 'spend', 'ppl', 'living', 'family', 'chance', 'tibetians', 'houses', 'na', 'place', 'coupled', 'visiting', 'resident', 'hangout', 'try', 'streets', 'nepal', 'antique', 'second', 'prices', 'great', 'visit', 'every', 'special', 'experience', 'right', 'university', 'spent', 'stuff', 'little', 'isbt', 'planet', 'cafes', 'could', 'lots', 'forward', 'sixteenth', 'fascinating', 'tibiten']",4.5,"[28.7003049, 77.2275823]"
Major Dhyan Chand National Stadium,New Delhi,"['school', 'reminds', 'club', 'area', 'hockey', 'well', 'amazing', 'inside', 'park', 'spacious', 'perfect', 'delhi', 'got', 'liked', 'old', 'enjoyed', 'times', 'nearby', 'tip', 'costly', 'layout', 'medal', 'maintained', 'several', 'childrens', 'happy', 'visited', 'thing', 'live', 'feeling', 'trips', 'place', 'cheer', 'team', 'highly', 'cup', 'position', 'saw', 'world', 'skating', 'experience', 'surrounding', 'time', 'whole', 'gone', 'hungrykyu', 'matches', 'first', 'traditional', 'best', 'get', 'daughter', 'match']",5,"[28.612634200000002, 77.23733038046025]"
Malabar Hill,Mumbai,"['clean', 'sights', 'provides', 'mumbai', 'cum', 'residence', 'believe', 'feel', 'boarding', 'areas', 'recently', 'apart', 'tiw', 'silhara', 'overlooking', 'ancient', 'peaceful', 'rich', 'cars', 'complex', 'villa', 'new', 'simply', 'folk', 'saw', 'founded', 'really', 'places', 'iconic', 'square', 'mosque', 'sky', 'lawyers', 'love', 'ambiance', 'locality', 'alive', 'cards', 'natural', 'wonderful', 'views', 'background', 'nearby', 'beware', 'sounds', 'real', 'permitting', 'smog', 'compared', 'late', 'fantastic', 'evening', 'police', 'good', 'desk', 'water', 'beer', 'marin', 'panoramic', 'kid', 'years', 'time', 'childhood', 'passing', 'hindu', 'get', 'temple', 'silence', 'schools', 'homes', 'chief', 'kamla', 'would', 'driving', 'ago', 'looks', 'portuguese', 'industrialists', 'skyline', 'greenest', 'bird', 'busy', 'next', 'see', 'shores', 'came', 'thing', 'eateries', 'needed', 'parks', 'narrow', 'scenic', 'jain', 'colony', 'amidst', 'simon', 'sculpted', 'jewellers', 'eaten', 'chaos', 'must', 'colonial', 'loved', 'many', 'amounts', 'come', 'anyone', 'coffee', 'heart', 'significantly', 'might', 'structure', 'amazing', 'route', 'arabian', 'located', 'government', 'gb', 'used', 'high', 'green', 'picture', 'morbid', 'kings', 'anytime', 'chowpaty', 'living', 'parking', 'family', 'gets', 'travel', 'queens', 'space', 'neighborhoods', 'estate', 'visiting', 'majestic', 'necklace', 'arranged', 'big', 'erstwhile', 'totally', 'experience', 'multi', 'house', 'highest', 'says', 'affluent', 'enters', 'biggest', 'areal', 'wear', 'look', 'better', 'charm', 'left', 'bodies', 'luxury', 'sides', 'hidden', 'enjoyed', 'kamath', 'built', 'vintage', 'climb', 'kids', 'enchanted', 'due', 'filthy', 'adequate', 'malabar', 'shoes', 'also', 'buildings', 'towers', 'nothing', 'away', 'viewing', 'hills', 'u', 'enough', 'apartments', 'close', 'kites', 'across', 'finding', 'history', 'chaotic', 'rebuilt', 'stored', 'disappointment', 'home', 'richest', 'traveled', 'observation', 'reasonable', 'part', 'architecture', 'resourceful', 'several', 'birds', 'begins', 'sea', 'almost', 'hedges', 'view', 'unfortunately', 'minutes', 'takes', 'commercial', 'welcoming', 'origins', 'road', 'world', 'making', 'swing', 'one', 'sitting', 'people', 'lines', 'difficult', 'best', 'exists', 'preserve', 'raj', 'walk', 'cost', 'park', 'stunning', 'finest', 'like', 'notice', 'yes', 'around', 'go', 'network', 'hotel', 'greenery', 'traffic', 'residential', 'neighborhood', 'spot', 'giant', 'staff', 'trees', 'novotel', 'especially', 'minister', 'pets', 'black', 'gourmet', 'check', 'us', 'shame', 'lot', 'abode', 'doctors', 'company', 'story', 'first', 'destination', 'derived', 'southern', 'woman', 'photo', 'heritage', 'playing', 'ships', 'drink', 'unique', 'day', 'days', 'ocean', 'parakeets', 'bankers', 'foot', 'nehru', 'purity', 'pick', 'exclusivity', 'skip', 'every', 'right', 'pool', 'taking', 'seen', 'could', 'girgaum', 'lovely', 'fascinating', 'denotes', 'dead', 'food', 'elevation', 'lived', 'favourite', 'rupees', 'bay', 'street', 'cumballa', 'small', 'still', 'make', 'night', 'friendly', 'interestingly', 'hill', 'banganga', 'carry', 'public', 'ask', 'expensive', 'affords', 'scrappers', 'beautiful', 'attack', 'usually', 'way', 'populated', 'two', 'name', 'going', 'businessmen', 'flying', 'sacred', 'european', 'chowpatty', 'fine', 'bot', 'gives', 'strange', 'live', 'restaurants', 'varsha', 'nariman', 'locals', 'penny', 'include', 'breath', 'localities', 'stuck', 'english', 'delightful', 'region', 'posh', 'infamous', 'along', 'kamala', 'cousins', 'senior', 'drive', 'terrible', 'lacks', 'area', 'upscale', 'men', 'eatable', 'con', 'storey', 'bhavan', 'past', 'summit', 'hours', 'said', 'rest', 'find', 'everywhere', 'location', 'bunglow', 'interesting', 'chopatty', 'taken', 'large', 'property', 'full', 'let', 'tang', 'quite', 'beggars', 'deck', 'verdant', 'historical', 'tourist', 'side', 'bar', 'can', 'throughout', 'worth', 'sunset', 'nights', 'india', 'congested', 'relatively', 'looking', 'pretty', 'run', 'decent', 'situation', 'plants', 'fashion', 'walkeshwar', 'tanks', 'parsees', 'actually', 'telescopes', 'stalls', 'sense', 'roads', 'great', 'mountstuart', 'spent', 'helpful', 'little', 'lots', 'impossible', 'standing', 'enjoy', 'captivated', 'pockets', 'bundle', 'slightly', 'bungalows', 'gentrified', 'week', 'booty', 'portugese', 'wo', 'babulnath', 'stay', 'old', 'shops', 'travelers', 'peak', 'tell', 'official', 'center', 'situated', 'service', 'contains', 'villas', 'bombay', 'offered', 'illegal', 'admire', 'rains', 'hornbills', 'culturally', 'reservoir', 'eye', 'wonder', 'kwa', 'friends', 'hanging', 'probably', 'quintessentially', 'hillside', 'never', 'shapes', 'marine', 'city', 'tour', 'particularly', 'advice', 'extremely', 'animal', 'shows', 'apparently', 'parked', 'coveted', 'drinks', 'gardens', 'massive', 'destroyed', 'originally', 'luck', 'less', 'front', 'different', 'holiday', 'care', 'excellent', 'end', 'market', 'not', 'temples', 'took', 'last', 'boot', 'types', 'sunday', 'delighted', 'known', 'access', 'leave', 'tank', 'much', 'seems', 'maintained', 'comparatively', 'p', 'purely', 'visited', 'surrounded', 'free', 'quiet', 'slot', 'elite', 'era', 'watered', 'shoe', 'point', 'south', 'zoroastrian', 'may', 'broader', 'makes', 'elphinstone', 'wonderfully', 'deal', 'premium', 'however', 'well', 'comfy', 'maharashtra', 'available', 'nice', 'noisy', 'pirates', 'near', 'top', 'popular', 'governor', 'say', 'seriously', 'original', 'compact', 'everything', 'houses', 'rama', 'garden', 'place', 'loaded', 'visit', 'anything', 'pilgrimage', 'beach', 'balcony', 'coastline']",3.981818182,"[18.9581616, 72.8033665]"
"Malai Mandir, New Delhi",New Delhi,"['marg', 'management', 'intrigued', 'left', 'feel', 'hauz', 'calm', 'wo', 'rattan', 'maintenance', 'small', 'sides', 'tribute', 'old', 'built', 'anna', 'yellow', 'sake', 'later', 'recommended', 'rap', 'friendly', 'ramp', 'peaceful', 'case', 'hill', 'situated', 'malaai', 'swaminatha', 'thinking', 'kohli', 'dakshin', 'also', 'complex', 'pleasure', 'highly', 'public', 'checklist', 'away', 'lover', 'new', 'murugan', 'indian', 'hills', 'u', 'beautiful', 'pray', 'swami', 'initially', 'sector', 'particularly', 'idols', 'uttara', 'r', 'want', 'love', 'frequented', 'granite', 'name', 'ample', 'station', 'indians', 'primarily', 'going', 'stone', 'sign', 'advised', 'line', 'originally', 'internal', 'nearby', 'navagraha', 'architecture', 'adi', 'idumban', 'kannada', 'early', 'shanti', 'almost', 'metro', 'back', 'made', 'always', 'god', 'swamimalai', 'authorities', 'gods', 'hall', 'style', 'mesmerizing', 'good', 'recommend', 'list', 'vii', 'temples', 'morning', 'went', 'road', 'butter', 'one', 'handed', 'people', 'amolak', 'shall', 'km', 'whole', 'flowers', 'empty', 'residents', 'best', 'devi', 'hindu', 'palam', 'usual', 'term', 'temple', 'including', 'peacock', 'devotion', 'muruga', 'school', 'known', 'rush', 'pass', 'connected', 'devine', 'brother', 'chief', 'area', 'sannidhi', 'ganesha', 'khas', 'mandir', 'would', 'munirka', 'adjacent', 'k', 'like', 'around', 'popularly', 'vinayakar', 'peace', 'resembles', 'go', 'visited', 'busy', 'airport', 'next', 'refresh', 'see', 'free', 'kalibari', 'chennai', 'goddess', 'designed', 'sree', 'typical', 'kartikeya', 'sundareswarar', 'though', 'sixties', 'reachable', 'friend', 'north', 'easily', 'full', 'aartis', 'let', 'glad', 'use', 'wearing', 'quite', 'us', 'nearest', 'lot', 'south', 'white', 'come', 'loved', 'deity', 'among', 'may', 'lord', 'tourist', 'traditional', 'sound', 'famous', 'witness', 'meenakshi', 'telegu', 'spiritual', 'worth', 'well', 'puram', 'hilltop', 'inside', 'looking', 'located', 'dedicated', 'available', 'delhi', 'blessings', 'nice', 'fall', 'mali', 'fragrant', 'near', 'spelt', 'essence', 'ramakrishna', 'top', 'karpaga', 'work', 'tamil', 'jnu', 'governor', 'transport', 'reach', 'sankara', 'cousin', 'feeling', 'realized', 'shorts', 'parking', 'family', 'regret', 'ramakrishnapuram', 'outside', 'malai', 'place', 'avoid', 'knees', 'visiting', 'beautifully', 'comprises', 'nehru', 'know', 'great', 'visit', 'silpa', 'experience', 'commonly', 'often', 'named', 'cats', 'personally', 'deities', 'mesmerized', 'environment']",4.181818182,"[28.5684924, 77.1648534]"
Malcha Mahal,New Delhi,"['marg', 'isro', 'ridge', 'station', 'located', 'tragedy', 'adjacent', 'earth', 'decades', 'riaz', 'mystery', 'prince', 'occupant', 'place', 'passed', 'away', 'patel', 'isolation', 'last', 'splendid', 'south', 'sadness', 'since', 'reeks', 'oudh', 'spending', 'sardar']",2,"[28.6095664, 77.18110511941273]"
Mandapeshwar Caves,Mumbai,"['area', 'mandapeshwar', 'rock', 'dedicated', 'small', 'ganesh', 'remains', 'top', 'shiva', 'caves', 'main', 'ling', 'solitude', 'place', 'carved', 'bramha', 'sculptures', 'cut', 'beautiful', 'vishnu', 'seen', 'lord', 'stoned', 'hindu', 'temple']",4,"[19.2449679, 72.85374593757288]"
Mangaldas Market,Mumbai,"['mumbai', 'small', 'shops', 'fabric', 'vast', 'situated', 'chhatrapati', 'rate', 'also', 'shivajiterminus', 'sarry', 'new', 'expensive', 'municipal', 'buyers', 'beautiful', 'value', 'sell', 'enough', 'garments', 'discounts', 'mangaldas', 'surprise', 'reasonable', 'real', 'fabrics', 'asian', 'affordable', 'made', 'varieties', 'good', 'housed', 'huge', 'showrooms', 'market', 'suiting', 'textile', 'went', 'cloth', 'money', 'time', 'distance', 'km', 'air', 'material', 'variety', 'get', 'price', 'known', 'area', 'men', 'smaller', 'problem', 'like', 'decorated', 'wholesalers', 'kinds', 'ready', 'vehicles', 'though', 'clothes', 'north', 'full', 'wholesale', 'amazed', 'lot', 'south', 'may', 'mall', 'textiles', 'provide', 'towards', 'however', 'well', 'worth', 'shopping', 'bedsheets', 'congested', 'india', 'available', 'near', 'remarkable', 'walking', 'conditioned', 'comprising', 'fashion', 'parking', 'shirting', 'dresses', 'visiting', 'big', 'prices', 'great', 'visit', 'countries', 'experience', 'neither', 'crawford', 'biggest', 'headed']",4.166666667,"[18.9482103, 72.83236470487552]"
Manori Beach,Mumbai,"['clean', 'food', 'mumbai', 'bungalows', 'budget', 'feel', 'rocky', 'sandwiched', 'starry', 'small', 'hidden', 'atmosphere', 'swimming', 'breeze', 'night', 'culture', 'accessible', 'saint', 'christ', 'colourful', 'advise', 'away', 'sand', 'cheap', 'beaches', 'u', 'friends', 'beautiful', 'neat', 'really', 'city', 'vote', 'yards', 'summertime', 'boad', 'wonderful', 'goes', 'andheri', 'mixed', 'resorts', 'mini', 'sea', 'different', 'less', 'view', 'creek', 'christian', 'rougly', 'fun', 'good', 'water', 'end', 'recommend', 'play', 'went', 'road', 'pollution', 'specially', 'boat', 'ferry', 'rather', 'april', 'one', 'people', 'money', 'statues', 'time', 'manori', 'gorai', 'along', 'claim', 'best', 'drive', 'known', 'christmas', 'malad', 'takerhe', 'anyway', 'much', 'like', 'island', 'together', 'thane', 'without', 'go', 'delicious', 'quiet', 'marve', 'please', 'weekends', 'wooden', 'staff', 'easily', 'festivals', 'must', 'cool', 'true', 'hillocks', 'goa', 'miles', 'many', 'versova', 'first', 'village', 'might', 'famous', 'sunsets', 'lovers', 'well', 'worth', 'amazing', 'sunset', 'goathans', 'discourage', 'gem', 'looking', 'nice', 'high', 'although', 'drink', 'called', 'near', 'idea', 'sports', 'say', 'heaven', 'holidays', 'spend', 'trained', 'definitely', 'family', 'travel', 'place', 'crowded', 'staying', 'replete', 'yummy', 'fish', 'celebrating', 'enjoying', 'great', 'visit', 'experience', 'beach', 'spent', 'garbage', 'caste', 'shorter', 'enjoy']",4.692307692,"[19.203882, 72.78582855652141]"
